from_account,to_account,amount,timestamp
db52ca58-0500-0bc6-b20d-cb6ef2311f17,8c459ce2-67f4-8ad5-4d0b-0d1a91b0e1d9,49.06,2024-04-02 21:56:28
c241330b-01a9-e71f-de8a-774bcf36d58b,afffcfd2-341e-f40b-57c7-00aab7b56ea7,274.5,2024-02-06 02:25:34
f22b5b98-b24c-c64f-be3e-6e57f30a9e32,67814c1f-cc53-0e36-addc-3e13ab3b4d37,172.24,2024-05-21 20:10:30
6694c343-10ba-58e3-d276-2bdc1d34d08e,c9e48e8c-25c6-1c45-c63d-04ee541c7a86,305.37,2024-05-26 17:23:39
3d1a85dd-506e-5a9a-b758-588dab73295b,a85c6e4a-004b-6fab-fcf5-6188d32e6dcd,231.14,2024-02-02 07:12:25
23bed01d-43cf-2fde-2493-3b83757750a9,828c37e7-87d5-b7be-1d30-d990a21b0307,61.45,2024-05-12 03:51:08
e3e9de99-f10c-718b-1eb0-e38a675dd5af,c96b5edb-0cf2-b69b-0577-aea9f8999246,196.95,2024-03-28 06:01:23
bdf66ba5-dc9c-96de-65a6-74c212738a23,ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,449.44,2024-01-12 09:46:00
7d824264-1ba3-62e7-afa4-15e56d204496,d5704f32-702c-dd20-2862-18b848f4ef12,83.32,2024-03-28 16:18:25
5be6128e-18c2-6797-6142-ea7d17be3111,59e1ac09-5970-a859-c6b6-e4ade7ea8d5a,890.3,2024-05-30 14:33:08
ec1b8ca1-f91e-1d4c-1ff4-9b7889463e85,fbddcf7c-9c96-e9ec-4d71-c366b41b3143,13.57,2024-02-03 08:45:57
c6deb2f0-530a-c1c7-b8ba-83684fc77768,8573e793-c715-b2b9-c40c-5d9146fde062,1103.55,2024-03-18 17:04:00
ebd14d2c-75b2-7455-04cc-3ede6fac1673,82ec9f2d-fbf6-e16f-9b30-80d56fb78271,101.75,2024-03-28 08:12:00
b7e6427c-bf78-0e3f-f6b7-51f79b749245,a0d4de3d-2303-f6c6-d69d-42f1ae4c84ff,88.57,2024-01-11 18:21:53
06b89231-8e86-7f3c-a487-eeabaccb461a,709b7d97-464c-04af-3d3f-3799a07295e9,379.92,2024-05-15 12:08:00
ab05347f-d556-b37d-8f08-81ee8011316b,6502d6a2-ca6a-2224-171e-16cc5da36f1b,222.92,2024-02-12 14:05:00
90164161-cfa7-01cd-2631-d00b26d794d3,ebc2026f-af34-cf65-a193-c4b23c19e71d,99.24,2024-03-17 02:11:41
11c58ef0-dd46-3c09-4752-87aa5408f9ac,4dead645-0986-bbeb-f23e-323d0b9bd934,7.34,2024-01-01 09:43:13
6a34c854-1071-4d51-36c5-9dacb4d7e28e,d453dd32-4b0d-bb41-8d52-88f1142c3fe8,127.15,2024-05-28 07:50:06
9e3d750d-f296-d9f0-cd23-72c22bffe17b,9b689c88-3ae9-09fe-cc82-18dac696f5e6,839.69,2024-04-30 12:43:00
fc04a168-652f-fb49-3873-e57f0ba078e8,e8a3f341-c881-9065-ba2c-98ce0b19f88e,557.7,2024-02-03 13:34:00
117b355b-7094-4bdb-26a5-24e350ee7a92,925817b7-cf50-1889-e8b7-7f7b7321bf6b,27846.25,2024-05-27 15:10:46
877409a9-77d2-1e02-ff01-cf99988c24c9,d9f195d0-1482-2f53-8201-0c62f5f59b22,53.29,2024-04-15 02:00:16
5738811d-70c2-903f-7a8d-03aa782a65e0,8bcf53a1-bc10-fa52-bf5d-2fdf89c8d2ab,213.5,2024-03-21 20:12:48
12a4def0-c4bb-b7a9-d988-68dd9c7c7377,65c17795-b155-16bc-9f8d-ed9756abf2f1,163.9,2024-01-17 22:50:04
3eae0032-0bd4-a990-0640-be0f25b8fd4b,a974d079-716f-da0a-45a8-882914e286e5,40.14,2024-01-13 06:50:46
6de59332-9364-f3d0-5024-bdc6dcb33df3,da330aa1-541c-dfcd-da0d-4a5f148f8b74,282.91,2024-01-05 17:39:00
4169b9fc-c3a0-0c6f-2321-d1e1c47104c0,cfd01cbd-5f65-c8ce-bd21-bc11be9d61ee,413.58,2024-05-01 14:28:00
e037e5ed-b8db-0672-f42d-47cc00d4af59,59e1ac09-5970-a859-c6b6-e4ade7ea8d5a,216.75,2024-02-22 02:32:01
2d06e8cf-3805-f907-6cd6-6193c7468f59,3f4b1a70-c074-718e-425a-609f7337c599,140.19,2024-01-27 07:25:37
7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,f4427e0b-6148-4bb3-889b-78d5dbfdd97e,51.57,2024-01-22 12:58:30
c7fee39f-1190-f938-a66f-d7f739669fa7,12a4def0-c4bb-b7a9-d988-68dd9c7c7377,9.08,2024-04-16 03:26:02
828c37e7-87d5-b7be-1d30-d990a21b0307,1238d630-743b-65a2-dc0f-2fcfb3f6fe0d,23.32,2024-05-22 08:21:00
59e1ac09-5970-a859-c6b6-e4ade7ea8d5a,3985fb62-17dc-8eff-6872-13f98d605936,730.33,2024-02-29 17:13:00
59e1ac09-5970-a859-c6b6-e4ade7ea8d5a,f4e559e5-9622-9348-0f5a-e9d38e6e5003,1126.06,2024-05-16 11:34:00
66245bfa-4fcc-a39a-b683-d2e6337ea2df,46d483f3-d450-281c-6c6f-7633a2607723,152.12,2024-01-14 04:08:20
9f294a8b-d184-6c39-c476-7556f97be2dd,d85c16bd-6dda-4f8d-cea6-0f4c39e58ff0,223.78,2024-06-16 12:32:00
402adf9c-8a4b-8f7c-2147-2a15fcce96f6,def57689-68f4-5bce-24e7-5e8eb8f21423,456.39,2024-03-29 07:33:29
47229389-571a-a876-6c30-7511b2b9437a,8d4a75b8-551a-c8ea-585a-0afa7bfdcc12,10.92,2024-01-16 08:41:17
9be578c7-81f6-31d4-a392-31a7d777a477,989bc4da-9b37-a22b-6a8a-616fc3b290d0,69.02,2024-03-13 22:01:05
23bed01d-43cf-2fde-2493-3b83757750a9,78308930-1327-f1bc-2784-378ff84f16b3,20.85,2024-03-28 20:23:11
1a85910d-5a05-7c11-4ffc-a6b199b479d4,9be578c7-81f6-31d4-a392-31a7d777a477,246.48,2024-02-24 11:00:00
7f54a511-01fa-964e-1eb7-4b5653ffd3a2,5876fd09-f1fa-f665-7115-33f312e89d10,561.45,2024-04-25 11:20:00
59e1ac09-5970-a859-c6b6-e4ade7ea8d5a,ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,859.47,2024-01-17 10:56:00
13a4a492-497d-e16d-d4ea-120a5e659654,86cac6f4-e238-fe93-bd17-c5e8d5ca69ab,30427.92,2024-04-15 07:13:35
88575117-6155-4667-2112-507c2cfa55b0,c9e48e8c-25c6-1c45-c63d-04ee541c7a86,784.44,2024-01-25 15:05:00
7f54a511-01fa-964e-1eb7-4b5653ffd3a2,cc3ebdde-5ad5-cf06-364d-7c877cd0129d,658.21,2024-05-02 12:41:00
a974d079-716f-da0a-45a8-882914e286e5,f0ede303-aa53-c19c-dfa4-bb9f5a856750,641.82,2024-04-06 12:40:00
30a900ad-939b-462d-e645-f129629c2ae3,a021c0ca-3531-968d-c342-bd2bf295456e,20.06,2024-01-17 17:20:46
7bb38605-da74-3152-627b-41a1ffd6f232,f206c269-38b7-7c07-80fb-929673b6a09b,26.51,2024-04-11 05:46:25
6a07f213-7129-cec7-9b69-554d7c54535f,87f8424d-aae6-5fc1-76f2-dbfecd29a36f,309.56,2024-03-09 10:49:00
74eff545-3e65-2603-78e3-654bfaf14ff0,1f4a8ca1-ab85-fd59-5463-adc78fca7b6a,115.47,2024-06-28 19:06:40
a2178f84-bdb0-25ff-2451-e5a411d059b2,8c41561b-e827-a1b9-d4a0-2e536d3ee1dc,792.78,2024-02-17 15:28:00
122c9a56-01d7-4256-3860-2ab696a402f2,97fa7f04-8363-9007-5cae-9610c72c1fe3,135.65,2024-06-16 21:14:51
06b89231-8e86-7f3c-a487-eeabaccb461a,e037e5ed-b8db-0672-f42d-47cc00d4af59,586.87,2024-05-22 14:56:00
9082889b-e1cd-e87f-ec95-5f87ae5ec365,434308bc-89fa-6a68-8fb5-d27bbeb79919,199.38,2024-02-01 10:54:00
06998731-ddcf-8766-a93b-12cd1c24220e,9c07a751-1437-4509-2cd1-586a2b840c67,166.22,2024-03-08 15:13:56
af908e3c-dd75-0e98-90e0-b95f0212b554,7f54a511-01fa-964e-1eb7-4b5653ffd3a2,46.84,2024-01-22 16:39:47
6de59332-9364-f3d0-5024-bdc6dcb33df3,f6febc0e-7ecd-dbaf-26f0-5fcffb16e5db,622.49,2024-04-21 08:02:00
9f294a8b-d184-6c39-c476-7556f97be2dd,7d106c60-8162-7cf1-4394-72e6da587e8a,1167.94,2024-02-25 12:02:00
06b89231-8e86-7f3c-a487-eeabaccb461a,df0f06cb-cb9b-c326-d20e-ac174e20fd1a,499.82,2024-01-02 14:30:00
6aedfdc7-a3e0-5309-b5a1-b94967884209,97fa7f04-8363-9007-5cae-9610c72c1fe3,822.29,2024-03-01 15:28:00
1a85910d-5a05-7c11-4ffc-a6b199b479d4,88575117-6155-4667-2112-507c2cfa55b0,150.96,2024-05-23 13:41:00
6de59332-9364-f3d0-5024-bdc6dcb33df3,3985c3cf-3f76-be1d-1efa-21977394988f,664.89,2024-05-31 17:57:00
f4e559e5-9622-9348-0f5a-e9d38e6e5003,04aac1b7-5ca0-c428-822c-4d326c645c15,49.04,2024-02-13 12:59:18
c2dff335-5666-6f9f-53ac-2ab974672cd9,295b4715-c333-e861-5fb8-d16c2720797d,69.22,2024-02-12 04:32:52
3170f437-a8f7-ef5a-060e-df5b39118497,87d292a6-98ee-ac2b-fe9f-ecaa6182f347,64.5,2024-06-28 11:52:49
a974d079-716f-da0a-45a8-882914e286e5,49bc473f-ed7b-f656-218a-15368c99a894,304.92,2024-05-24 13:01:00
3d85de89-c217-1429-8e20-07247d137018,39c1e262-f76c-8ede-c110-12662408a6dc,54.34,2024-04-14 10:55:38
7f54a511-01fa-964e-1eb7-4b5653ffd3a2,e3e9de99-f10c-718b-1eb0-e38a675dd5af,620.36,2024-04-30 11:29:00
a974d079-716f-da0a-45a8-882914e286e5,bf1e8366-4b8e-63d4-ce76-07adf7a67b94,321.86,2024-04-30 17:58:00
aac93316-86e5-2753-7c93-f6cc97d7a560,2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,329.08,2024-05-26 16:36:00
6e8f75a1-17dd-ed81-15da-705cd4ef00aa,ae9bec36-35c7-936c-5b99-62c6e61fecc0,260.97,2024-05-17 02:28:27
f6e07cc0-6c52-c49f-9b49-bd26df57c59a,f6febc0e-7ecd-dbaf-26f0-5fcffb16e5db,244.1,2024-05-24 04:41:43
fc04a168-652f-fb49-3873-e57f0ba078e8,0f02bad0-e706-7ef4-66aa-9385dd59ba71,456.96,2024-05-05 13:17:00
c9d6a63b-ca3c-6f5f-5bb5-c40c03cde2e3,945ef2e4-088a-93ec-70d9-c9f8c9e26074,220.47,2024-06-12 19:12:38
ebd14d2c-75b2-7455-04cc-3ede6fac1673,1723199d-bf2c-14a0-3a3c-8a71ff574e2b,790.06,2024-04-23 13:16:00
1d2324e6-8329-20b7-c143-f426372f871a,0c0fd195-c17a-f08a-1745-d6d87e570ddf,831.74,2024-05-09 13:18:00
a847bce7-90fa-6b57-24ac-2130deaf528d,8c41561b-e827-a1b9-d4a0-2e536d3ee1dc,247.5,2024-05-07 12:41:00
894a05e4-30b1-87ef-310c-0c003fa7f104,69288e92-c68a-152f-db23-aa8c3bcabf85,225.58,2024-05-30 20:31:27
a2178f84-bdb0-25ff-2451-e5a411d059b2,989bc4da-9b37-a22b-6a8a-616fc3b290d0,396.16,2024-01-04 14:27:00
fc04a168-652f-fb49-3873-e57f0ba078e8,da330aa1-541c-dfcd-da0d-4a5f148f8b74,789.06,2024-02-08 12:41:00
67814c1f-cc53-0e36-addc-3e13ab3b4d37,d4f8fd72-f382-1cfd-c083-b73a473bd358,457.01,2024-06-11 23:03:32
ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,90164161-cfa7-01cd-2631-d00b26d794d3,45.81,2024-05-05 22:54:25
366eb16f-508e-bad7-b7c9-3acfe059a0ee,9716108e-f721-69bb-8096-27182051acef,69.47,2024-03-23 11:17:10
cfd01cbd-5f65-c8ce-bd21-bc11be9d61ee,a974d079-716f-da0a-45a8-882914e286e5,117.8,2024-01-20 17:04:05
f0ede303-aa53-c19c-dfa4-bb9f5a856750,eb6c1016-cee6-24d0-9dac-6e8345241ea6,776.51,2024-04-17 14:18:00
59e1ac09-5970-a859-c6b6-e4ade7ea8d5a,da7b9095-63d6-2a39-c0e3-befd4c71e0fe,450.54,2024-04-24 17:05:00
6de59332-9364-f3d0-5024-bdc6dcb33df3,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52,387.92,2024-05-11 12:33:00
9f0fda8d-0537-9ff6-d6d7-b3b833094d35,a8e56e0c-20de-435d-2031-d750c40db9b4,302.42,2024-06-22 21:41:44
ab05347f-d556-b37d-8f08-81ee8011316b,52c21221-409d-3602-5084-3242168b1625,672.15,2024-02-23 15:53:00
9e3d750d-f296-d9f0-cd23-72c22bffe17b,6105716b-ab0e-664e-9c3e-b2d591e1aa96,662.51,2024-01-31 15:38:00
6694c343-10ba-58e3-d276-2bdc1d34d08e,20ac3703-eb67-146a-77a6-e17cd72b6108,90.02,2024-02-15 22:11:34
9458054e-c287-4f06-9050-f7efc1235c91,935f2b0a-a138-4ddc-e2d9-de5d6a18ce4c,435.94,2024-04-07 11:30:00
f94d6204-6808-593f-dfed-2c43e256a6dc,935f2b0a-a138-4ddc-e2d9-de5d6a18ce4c,100.74,2024-03-21 06:46:44
1422373f-8622-68d1-6683-e10796c044d0,546e035a-292b-d156-db94-65701ac70ec0,650.26,2024-03-15 14:08:00
56ea57b3-beed-10b6-4f6e-274bdedab027,53cd6268-610c-f373-4299-9aa40cdf742b,387.63,2024-05-07 11:13:00
b489d070-7914-f8a8-bea4-ff31517400f8,f22b5b98-b24c-c64f-be3e-6e57f30a9e32,78.5,2024-06-19 09:05:54
0d2b91ef-b897-6ec5-ea74-bb18de3b496f,7674456f-626d-719d-81cf-325298159d6c,463.57,2024-04-15 16:13:00
a2178f84-bdb0-25ff-2451-e5a411d059b2,0d01280f-d89a-40c0-e87d-1c78e7c421c7,973.45,2024-02-12 10:16:00
f6febc0e-7ecd-dbaf-26f0-5fcffb16e5db,c241330b-01a9-e71f-de8a-774bcf36d58b,21.01,2024-01-05 10:00:50
4ab7706e-b773-50ca-eec2-59dc7f95897c,6a34c854-1071-4d51-36c5-9dacb4d7e28e,129.19,2024-06-25 10:03:12
3712f2d1-87cd-b6a1-bf01-2e32177d6e7e,2067bdac-88bd-13d1-b540-b30e039f3a25,820.25,2024-04-09 16:01:00
1d2324e6-8329-20b7-c143-f426372f871a,7da67785-b63b-4dc3-a559-e46379e13cea,323.77,2024-04-23 09:13:00
1a3d1fa7-bc89-60a9-23b8-c1e9392456de,81fb18b3-c9a7-d91f-ef2a-e71357021049,45.24,2024-03-01 14:29:21
5efa9c5b-7421-ff46-637e-4b0122bae10e,ff9ab5c2-9f04-4aed-7552-332702627f73,18.12,2024-05-30 07:14:43
1d2324e6-8329-20b7-c143-f426372f871a,1931e9ee-a56c-0941-fbf2-4050a748dbcf,383.31,2024-01-01 12:35:00
6e0d2648-35ce-8841-4973-2d6c4dcabfb7,f4427e0b-6148-4bb3-889b-78d5dbfdd97e,135.03,2024-01-09 20:00:32
7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,ab05347f-d556-b37d-8f08-81ee8011316b,15.03,2024-06-05 02:29:30
562b0f79-c374-59ee-f50b-ea63371ecd7b,1238d630-743b-65a2-dc0f-2fcfb3f6fe0d,284.01,2024-02-18 00:57:04
2dea9493-0658-663a-698c-206fe1a47e10,81f7f3fb-19e4-5c6a-c9c2-3e69d82c7565,44934.09,2024-01-11 06:15:27
8186a576-11a7-2609-5edd-bbbfa9597663,122c9a56-01d7-4256-3860-2ab696a402f2,215.85,2024-05-10 16:41:49
a3d70628-ece6-6fa2-fd51-66e6451b4cf3,c241330b-01a9-e71f-de8a-774bcf36d58b,188.62,2024-04-01 09:36:53
9082889b-e1cd-e87f-ec95-5f87ae5ec365,b89f72f3-2a60-c652-e714-7668cf1d7d3a,1322.8,2024-05-14 11:58:00
f0ede303-aa53-c19c-dfa4-bb9f5a856750,ab61a7b1-793b-4c32-2050-04943d114802,1094.81,2024-02-24 18:40:00
1f4a8ca1-ab85-fd59-5463-adc78fca7b6a,90164161-cfa7-01cd-2631-d00b26d794d3,500.68,2024-05-15 13:53:00
17e8392a-55ce-e5db-9e87-e04ca2086977,287d06ca-6f4c-c69a-4b22-d3081c8eaee9,192.32,2024-02-23 08:54:26
96da1dac-72ff-5d2a-386e-cbe06b65a6a4,c268283e-e32f-2e63-b7fd-dd71a075e927,35.88,2024-01-15 22:02:17
6e068097-25e9-7977-8d72-48e2951f58d0,36d55494-f37f-d50d-2e25-b5ee4f11d8dc,341.05,2024-03-24 14:49:01
f22b5b98-b24c-c64f-be3e-6e57f30a9e32,19bc143e-fb02-bebb-4872-9a4d98c7472a,215.13,2024-04-12 11:56:00
ff9ab5c2-9f04-4aed-7552-332702627f73,5be4bf51-9269-8698-61a1-17293cb98350,62.17,2024-01-16 03:59:06
47503f1d-c33a-1f6c-1d69-1fba5e187b24,c9776598-203c-8c25-fd23-5def3e5a87e3,551.13,2024-02-16 17:45:00
a23d4c2f-c2a7-9689-1933-918cfa745761,edcb8cb6-0692-dc63-9424-aed51bac5c15,119.47,2024-01-15 04:52:42
ebd14d2c-75b2-7455-04cc-3ede6fac1673,300568d2-0de0-51a6-69ca-97d2764414fd,655.96,2024-03-02 13:10:00
ab61a7b1-793b-4c32-2050-04943d114802,747b6dba-c8fe-3ccd-c8b8-d9c6ed3049cf,52.84,2024-06-06 07:44:24
c521bf2d-dc45-d539-c03f-3538e4855aa1,a85c6e4a-004b-6fab-fcf5-6188d32e6dcd,271.92,2024-05-13 15:15:45
87c5421e-ec24-a3c5-c754-108ff4188f3f,3e896c64-e117-dac3-119c-4ea3e1805081,70.65,2024-02-24 04:53:43
1422373f-8622-68d1-6683-e10796c044d0,badcc32a-c159-0f53-8a0f-4efbedcd465e,406.48,2024-06-03 15:08:00
1ee34dc4-3b04-8a8b-405b-fdc94e7ed827,175ba98d-f814-0102-7de1-bdfed0725b5c,154.46,2024-05-31 06:17:16
47503f1d-c33a-1f6c-1d69-1fba5e187b24,4b943e30-b303-f438-fe21-10d04bbe4aff,492.75,2024-05-22 14:19:00
a021c0ca-3531-968d-c342-bd2bf295456e,ec1b8ca1-f91e-1d4c-1ff4-9b7889463e85,181.78,2024-05-06 03:28:12
43dac043-2a45-c2ab-8cbf-edb0f264accc,a34b6cf6-2053-da42-f1af-db65b289f224,111.96,2024-02-13 05:48:41
f758dce2-0556-daea-67b0-32831d7c0098,5230dfbd-5553-b2fe-6889-803e5913f9d3,237.78,2024-06-02 19:53:00
138d994c-2b0a-bedd-c774-44cb5543fc3c,894a05e4-30b1-87ef-310c-0c003fa7f104,59.0,2024-06-16 08:59:00
7d106c60-8162-7cf1-4394-72e6da587e8a,54c63cd8-8945-6f27-d7fa-2d8dfb2ca025,46.59,2024-05-31 23:29:27
1a85910d-5a05-7c11-4ffc-a6b199b479d4,9716108e-f721-69bb-8096-27182051acef,509.45,2024-05-20 18:03:00
9716108e-f721-69bb-8096-27182051acef,ea1fca65-e27a-984d-6548-21d07fcd9eb1,87.42,2024-02-12 19:56:32
284bf962-5744-f596-7422-21676b7a2460,82ec9f2d-fbf6-e16f-9b30-80d56fb78271,550.46,2024-04-11 18:48:00
f0ede303-aa53-c19c-dfa4-bb9f5a856750,f758dce2-0556-daea-67b0-32831d7c0098,636.31,2024-02-05 12:22:00
5bd20c98-a513-5ea0-fa53-e34de6d5901d,5be6128e-18c2-6797-6142-ea7d17be3111,30.76,2024-05-05 18:13:19
46d483f3-d450-281c-6c6f-7633a2607723,66132e69-7418-8109-d3d1-bf0f56c438e4,189.05,2024-04-07 01:47:32
7f671eec-3da7-0577-aee1-e86b9ea556aa,6a702e2f-7746-d0ba-8ae8-905b54b4a482,120.58,2024-02-20 13:02:49
6e068097-25e9-7977-8d72-48e2951f58d0,0bbb2599-11ce-5dd2-b45e-d1f03139d32c,5.2,2024-04-13 05:15:07
9e3d750d-f296-d9f0-cd23-72c22bffe17b,46685257-bdd6-40fb-0667-1ad11c80317f,552.21,2024-02-25 17:41:00
9e3d750d-f296-d9f0-cd23-72c22bffe17b,1bac27a7-b386-f7a4-c991-603f28c13091,12.33,2024-03-08 16:40:00
5230dfbd-5553-b2fe-6889-803e5913f9d3,4ab7706e-b773-50ca-eec2-59dc7f95897c,19.96,2024-03-29 00:51:57
56ea57b3-beed-10b6-4f6e-274bdedab027,9ad620ab-4821-2ddb-45b8-9cd927cb6f2a,261.51,2024-03-23 17:36:00
7f54a511-01fa-964e-1eb7-4b5653ffd3a2,e1e3db63-ef7d-dc76-b92d-a22b21df306f,552.11,2024-05-19 09:06:00
62801c45-1043-5a10-98ae-43346c12ace8,2bcfbe01-a28d-efe3-9bf0-027312476f57,568.7,2024-02-23 08:20:55
45b1ed25-f153-3ae8-670a-cc5cb321bf21,a092f52a-d4a0-57a7-b0cc-1b3b9793b9b4,9.67,2024-06-28 05:59:08
a4161293-c4c2-e2e3-444e-a7c8c0398710,b9de7a3a-4868-22b9-00a8-1de9d20f87d0,301.01,2024-02-02 11:35:47
cd5f4822-6966-08aa-ee49-f329c84a7b28,839fbc50-1223-b513-5496-f63cdc1110c1,160.72,2024-05-30 05:01:37
9b689c88-3ae9-09fe-cc82-18dac696f5e6,a23d4c2f-c2a7-9689-1933-918cfa745761,95.9,2024-05-06 05:18:49
0d77c5a0-e222-b6a6-15bf-be9798a21f1c,770c7798-37cc-863b-f2a0-345990604f62,485.03,2024-06-24 15:35:00
