account_id,risk_score
c3e15a85-d46e-f104-1190-6f5034885a46,0.3776
81f7f3fb-19e4-5c6a-c9c2-3e69d82c7565,0.346
2d06e8cf-3805-f907-6cd6-6193c7468f59,0.1774
2bcfbe01-a28d-efe3-9bf0-027312476f57,0.1634
73557b9d-0fd6-f47e-f52d-4af2269ed4c9,0.4228
4b943e30-b303-f438-fe21-10d04bbe4aff,0.3642
1a84a51a-a9d3-d7c7-ee87-905e4ca415ea,0.301
82dc4c8e-36b5-229a-acf5-e81e71316269,0.3362
d58842de-a2bc-372f-7412-b29347294739,0.203
6bc4123e-bde1-3c1b-2073-3f6d0d6a05b3,0.3649
2c9b662e-040a-3aae-52e2-afd996bf10ab,0.293
1931e9ee-a56c-0941-fbf2-4050a748dbcf,0.217
3d1a85dd-506e-5a9a-b758-588dab73295b,0.4287
d0243d72-3748-967f-961d-33ba350843f0,0.3584
90164161-cfa7-01cd-2631-d00b26d794d3,0.3465
2067bdac-88bd-13d1-b540-b30e039f3a25,0.3468
e3e9de99-f10c-718b-1eb0-e38a675dd5af,0.3709
8beddb12-ad77-e82f-49a2-3a89e6b5a92c,0.2653
14a0bccb-8a47-6a87-e49d-681d51d87c64,0.4033
52c21221-409d-3602-5084-3242168b1625,0.316
379efc6e-5edb-0d3c-b0b6-3bcf08601833,0.3362
f6802cdb-77e4-90c7-1d7b-c313cde22f1c,0.2105
0dde29a6-baa4-b71a-dd24-67ac778eedb3,0.5744
8573e793-c715-b2b9-c40c-5d9146fde062,0.2286
81fb18b3-c9a7-d91f-ef2a-e71357021049,0.2117
43dac043-2a45-c2ab-8cbf-edb0f264accc,0.3377
4ca9cf07-b1aa-0f6a-2a96-e1e27194eae2,0.3536
6553867d-a881-bfd3-d47d-577bfa5a91ca,0.3149
f396ea37-f065-c817-687a-48509d9b6231,0.2864
6a702e2f-7746-d0ba-8ae8-905b54b4a482,0.2696
a5cc8bf7-38ab-854c-9c2e-58deea4e3617,0.3389
382c043f-7cfc-9b79-3875-394ce5d6f6e6,0.2852
c9e48e8c-25c6-1c45-c63d-04ee541c7a86,0.2033
3170f437-a8f7-ef5a-060e-df5b39118497,0.1753
0cbd3c03-9e2a-a4ac-c122-b5b3284c03d2,0.5238
770c7798-37cc-863b-f2a0-345990604f62,0.3842
9c07a751-1437-4509-2cd1-586a2b840c67,0.2768
7656af72-29d4-beef-3eab-edcbbaa80dd4,0.3462
f0ede303-aa53-c19c-dfa4-bb9f5a856750,0.3974
2af43ab7-5e6f-ea07-c453-6f1d41992fdf,0.3519
5be6128e-18c2-6797-6142-ea7d17be3111,0.2904
52bdc661-9fe0-a8c7-fc8d-5b93a2a2e91f,0.3444
f0b6f83f-a377-f6f1-d289-f0ab618ae305,0.2556
ef04e57d-cdcc-c33a-a943-4aa096fc734d,0.2762
0964fbbf-8cd3-21b0-c2b0-1cfdd045dd1c,0.3486
dc4ad56b-d601-6237-ac9e-d156f63fce41,0.2117
cac5b68c-28f4-9481-a0a0-4dc427209bdf,0.2097
67814c1f-cc53-0e36-addc-3e13ab3b4d37,0.394
176132ed-069f-14f1-4018-1c6e9a8cfa3c,0.3414
a013ac6e-deda-4e16-1b3d-bd5ce9a1fa6f,0.3871
a0d4de3d-2303-f6c6-d69d-42f1ae4c84ff,0.2996
9ef2b93e-30ac-7d7b-a2f9-63a33810ae66,0.1969
c07a30f2-edd4-253b-50f0-fd0a750cab75,0.3111
859131d2-bbda-0242-2d17-4fc96f7c15ea,0.2815
a981b098-b2cf-952d-a7f3-33b3f7baf55e,0.2772
c96b5edb-0cf2-b69b-0577-aea9f8999246,0.4395
da7b9095-63d6-2a39-c0e3-befd4c71e0fe,0.3082
da330aa1-541c-dfcd-da0d-4a5f148f8b74,0.3185
46685257-bdd6-40fb-0667-1ad11c80317f,0.4136
533420e6-d9d8-0b8d-7e8a-dee70758e201,0.1643
77097749-527e-ecfa-a79a-c9aa9b4e2c24,0.3039
134c6c92-ec5b-227c-dfde-4fbf3ff350bf,0.389
ba0266ef-be05-5787-965b-efdf6b4be411,0.334
cd5f4822-6966-08aa-ee49-f329c84a7b28,0.2381
ebff8d15-30cb-d755-6232-b17a25074181,0.382
91b78d8e-d301-6989-bfbb-b17f9854ce4e,0.3951
25440fe0-6e41-7d47-5ff5-95ea5bc440f1,0.3952
47229389-571a-a876-6c30-7511b2b9437a,0.3143
175ba98d-f814-0102-7de1-bdfed0725b5c,0.3358
b489d070-7914-f8a8-bea4-ff31517400f8,0.2916
980402a2-b07a-a066-7354-35ea68949b8d,0.2893
b64fa54a-8c61-1654-95da-75c1a21150f9,0.3157
2369b584-ff5e-9ff0-ff50-bde4382567b8,0.4042
fa02eaec-96ef-2ad6-b97e-670346c8adfe,0.3777
ebc2026f-af34-cf65-a193-c4b23c19e71d,0.296
a34db7c5-760d-ebbb-3b70-b3a124a35cf2,0.1545
707df251-fdb1-429e-7010-ed13b526b22d,0.3055
86cac6f4-e238-fe93-bd17-c5e8d5ca69ab,0.2723
5304317f-af42-e12f-3838-b3268e944239,0.3639
839fbc50-1223-b513-5496-f63cdc1110c1,0.392
ce7ae7f6-3982-0cff-4f77-a665ac3c5640,0.3372
ccc56569-f9e8-a369-2999-b735dd56cc94,0.2826
8c459ce2-67f4-8ad5-4d0b-0d1a91b0e1d9,0.3565
66245bfa-4fcc-a39a-b683-d2e6337ea2df,0.4814
3ed8c56c-da09-dfa0-5282-8d8044b591f7,0.4176
5d286aa4-28a3-9779-9c1c-351785d2d0a6,0.3711
def57689-68f4-5bce-24e7-5e8eb8f21423,0.3576
5e09a9ee-af88-bdec-fb1e-143b196f4dfa,0.3459
dd6ac7b8-6778-043b-c5c5-b37af85e06a1,0.3024
c0e9ab30-ed26-62e9-17e0-11b7f8102383,0.1599
217d65a0-c568-11cd-5563-f61600e85ece,0.355
6651529e-8268-690b-a438-25b559e4b671,0.3063
562b0f79-c374-59ee-f50b-ea63371ecd7b,0.3646
287d06ca-6f4c-c69a-4b22-d3081c8eaee9,0.4083
16419f82-8b9d-2434-e465-e150bd9c66b3,0.2137
f4427e0b-6148-4bb3-889b-78d5dbfdd97e,0.1538
c566aa81-b15e-54f6-d4d3-07952e4bebc4,0.4228
36d55494-f37f-d50d-2e25-b5ee4f11d8dc,0.3572
e8cda0cc-76da-3ca0-d2e8-2f38a2a9d4d8,0.3516
79eb4168-1045-56e5-bee3-eb791d181ee9,0.3695
894a05e4-30b1-87ef-310c-0c003fa7f104,0.3327
431d029f-ac1e-86d8-bfbf-397bac3e7b0d,0.2794
5738811d-70c2-903f-7a8d-03aa782a65e0,0.3456
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,0.3824
35a240ae-5af3-0553-5ec4-2e0829a3b2e9,0.2489
bd29ede9-cab4-923b-f448-83858de7ad6c,0.3285
8ce21ea3-db20-a56e-dc81-5fe7ceda8bbb,0.3183
f41ea3ac-5fd2-3109-4140-752caa448259,0.3574
709b7d97-464c-04af-3d3f-3799a07295e9,0.2874
4d57d880-d865-d69a-74f3-310340066ff2,0.1566
5efa9c5b-7421-ff46-637e-4b0122bae10e,0.3771
bb5e4bcf-15ed-6269-1429-6c07f26b4776,0.1692
74daaebf-1f11-5b76-d92c-9227eadf5085,0.3436
5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,0.3458
093923de-8bab-ce3b-2628-6bfbe767dcea,0.3246
7e7e7419-a0c1-4035-c5d9-5f51f387e1bd,0.5038
e037e5ed-b8db-0672-f42d-47cc00d4af59,0.1881
ab61a7b1-793b-4c32-2050-04943d114802,0.3983
ee0caeb5-ecfe-db99-2790-cebdbfddc3d9,0.2985
d4f8fd72-f382-1cfd-c083-b73a473bd358,0.2407
68a51c68-632d-bb5e-486b-b6bfeafde7d9,0.3844
