from_account,to_account,amount,timestamp,label,device_id,channel,region
a974d079-716f-da0a-45a8-882914e286e5,3602f8ac-10f1-bc81-448a-aa9e66b2bc5b,1482.0,2024-01-01 15:48:00,normal,DEV-FADD677ADC61,web,EU-WEST
a81fdec3-279c-658a-3676-0ce581e5c9f6,587ef344-6f3f-920c-98b8-e4cc1bc044fc,708.41,2024-01-01 15:58:00,normal,DEV-1699FF741B09,mobile,US-WEST
fbddcf7c-9c96-e9ec-4d71-c366b41b3143,945ef2e4-088a-93ec-70d9-c9f8c9e26074,12.79,2024-01-01 18:01:46,normal,DEV-68F657988711,mobile,US-WEST
6d4067f4-5003-2b35-1857-8bafbac7e2b9,093923de-8bab-ce3b-2628-6bfbe767dcea,197.16,2024-01-01 18:19:29,normal,DEV-6118882CCD1E,web,US-EAST
ccc56569-f9e8-a369-2999-b735dd56cc94,431d029f-ac1e-86d8-bfbf-397bac3e7b0d,78.52,2024-01-01 18:42:09,normal,DEV-93F39D96232D,mobile,US-EAST
7f9d3e64-c1a6-423b-9f64-eeed5c9d927d,ba0266ef-be05-5787-965b-efdf6b4be411,37.98,2024-01-01 18:52:12,normal,DEV-715C4D529E8A,web,US-WEST
dc8aee30-be60-33f7-28be-9288e5af6e39,171dabf9-daf4-81a7-fa34-d2e8dd3f7d7e,10.69,2024-01-01 19:34:20,normal,DEV-EA93EC221123,web,APAC
b9de7a3a-4868-22b9-00a8-1de9d20f87d0,859131d2-bbda-0242-2d17-4fc96f7c15ea,35.04,2024-01-01 20:32:51,normal,DEV-B1E7127C22F0,atm,US-EAST
4ca9cf07-b1aa-0f6a-2a96-e1e27194eae2,5efa9c5b-7421-ff46-637e-4b0122bae10e,171.19,2024-01-01 20:49:43,normal,DEV-DFF45ED10E7F,mobile,APAC
d5b077e0-6a5d-932b-45ff-2c83b495db4e,6a34c854-1071-4d51-36c5-9dacb4d7e28e,452.34,2024-01-01 21:12:09,normal,DEV-E66A337CEEF0,mobile,APAC
e3e9de99-f10c-718b-1eb0-e38a675dd5af,da7b9095-63d6-2a39-c0e3-befd4c71e0fe,22.22,2024-01-01 22:53:54,normal,DEV-9410F82E5E1B,mobile,US-EAST
59e1ac09-5970-a859-c6b6-e4ade7ea8d5a,afbb411a-a123-5a8c-93b7-a88612f70c97,520.83,2024-01-02 08:24:00,normal,DEV-CEF06A3884A3,mobile,APAC
8db06746-7927-9973-5e78-1fd794e0d3ba,6bc4123e-bde1-3c1b-2073-3f6d0d6a05b3,35.42,2024-01-02 09:31:04,normal,DEV-D4CA8C813E53,web,US-EAST
7f54a511-01fa-964e-1eb7-4b5653ffd3a2,65c17795-b155-16bc-9f8d-ed9756abf2f1,353.2,2024-01-02 11:01:00,normal,DEV-BB1619456B0A,mobile,LATAM
f758dce2-0556-daea-67b0-32831d7c0098,a4161293-c4c2-e2e3-444e-a7c8c0398710,3585.76,2024-01-02 12:08:00,normal,DEV-D6C81F011085,mobile,US-EAST
b3e4110a-45f5-0c52-2e2f-bf77076979d6,f1578470-0182-67c4-7a1b-58066160a6b4,1547.81,2024-01-02 12:28:00,normal,DEV-8EA07ACBBC8B,mobile,EU-EAST
19db3ad0-ddd1-dfb2-3b98-2ef8daf61a26,cae9b4a7-2a79-ea68-0f44-704f1247ea4e,115.73,2024-01-02 13:13:48,normal,DEV-50217FF3E818,atm,US-EAST
a974d079-716f-da0a-45a8-882914e286e5,db52ca58-0500-0bc6-b20d-cb6ef2311f17,554.22,2024-01-02 14:06:00,normal,DEV-7D266EB771E4,web,US-EAST
8573e793-c715-b2b9-c40c-5d9146fde062,9458054e-c287-4f06-9050-f7efc1235c91,163.06,2024-01-02 15:00:10,normal,DEV-DE6867B41520,web,LATAM
a0d4de3d-2303-f6c6-d69d-42f1ae4c84ff,e7c99b26-1141-25c6-3a9b-edd40f1259e0,124.52,2024-01-02 17:59:34,normal,DEV-4432D02F1905,mobile,US-WEST
78b2b549-3bdb-c09e-acc2-16a01bbc91f7,da330aa1-541c-dfcd-da0d-4a5f148f8b74,49.38,2024-01-02 18:36:06,normal,DEV-6FC080CD513E,mobile,EU-WEST
c2dff335-5666-6f9f-53ac-2ab974672cd9,cada4f80-a9e7-82d4-fd08-b32c62d60e93,91.95,2024-01-02 20:50:14,normal,DEV-43B6A89F5F9D,mobile,EU-EAST
dc8aee30-be60-33f7-28be-9288e5af6e39,afbb411a-a123-5a8c-93b7-a88612f70c97,17.52,2024-01-03 10:14:24,normal,DEV-4E7AE0218CAF,web,EU-EAST
006ed6e3-6fa1-7735-b572-f3d00b5cea6a,e3236d1a-3c1b-dacc-18e1-93311dba1267,98.11,2024-01-03 10:37:07,normal,DEV-0EF98988266F,mobile,EU-WEST
12a4def0-c4bb-b7a9-d988-68dd9c7c7377,9a36d1ec-2c6a-6e9a-3280-67a14187222b,84.18,2024-01-03 11:05:07,normal,DEV-3995827EE0B2,mobile,APAC
ebd14d2c-75b2-7455-04cc-3ede6fac1673,ab61a7b1-793b-4c32-2050-04943d114802,1156.71,2024-01-03 11:36:00,normal,DEV-7A98B38FDA15,web,US-EAST
7f54a511-01fa-964e-1eb7-4b5653ffd3a2,78b2b549-3bdb-c09e-acc2-16a01bbc91f7,106.61,2024-01-03 12:13:00,normal,DEV-7AFB4EAB6BDD,web,EU-EAST
0cbd3c03-9e2a-a4ac-c122-b5b3284c03d2,5275eb94-14ae-af5c-e636-58c912d0498d,582.31,2024-01-03 12:30:00,normal,DEV-22F53E4F22BA,web,EU-WEST
0d77c5a0-e222-b6a6-15bf-be9798a21f1c,7428a656-b3ee-4d3b-5a10-412954aebd1b,181.29,2024-01-03 12:42:00,normal,DEV-4642EBC56F09,atm,US-WEST
01902620-59dc-abd0-56fe-bfb9ebe9e207,a5d04d53-1e12-42e3-f272-92b6762172ed,305.5,2024-01-03 13:39:00,normal,DEV-F8256B4C2DAC,web,US-WEST
1d2324e6-8329-20b7-c143-f426372f871a,b7e6427c-bf78-0e3f-f6b7-51f79b749245,73.38,2024-01-03 13:43:00,normal,DEV-366C2C9266A4,mobile,EU-WEST
a5d04d53-1e12-42e3-f272-92b6762172ed,1ee34dc4-3b04-8a8b-405b-fdc94e7ed827,7.31,2024-01-03 14:10:49,normal,DEV-8127803BD70B,web,EU-EAST
64de82e6-e82c-7d7b-06e7-45f988bc539c,787f2425-dbcc-c477-09e9-db0adf465290,38.65,2024-01-03 14:38:24,normal,DEV-2B3FD8B4D672,mobile,EU-EAST
747b6dba-c8fe-3ccd-c8b8-d9c6ed3049cf,87d292a6-98ee-ac2b-fe9f-ecaa6182f347,385.74,2024-01-03 15:27:09,normal,DEV-C03B58ED7798,web,US-EAST
1497d658-7010-f719-7e69-5d0d8a3c3b5e,cbdc4318-4d85-a3d2-a1a2-748571348c2a,52.2,2024-01-03 16:12:52,normal,DEV-7EB6A72F947D,mobile,EU-EAST
81fb18b3-c9a7-d91f-ef2a-e71357021049,0964fbbf-8cd3-21b0-c2b0-1cfdd045dd1c,58.15,2024-01-03 17:59:53,normal,DEV-2F7457790735,web,APAC
6c9f82b9-f647-8986-a391-7c994c955f6a,ffb8102d-9475-dbc9-9641-8cedd664d264,578.5,2024-01-03 20:42:36,normal,DEV-F9D51E014975,mobile,EU-WEST
d85c16bd-6dda-4f8d-cea6-0f4c39e58ff0,f94d6204-6808-593f-dfed-2c43e256a6dc,218.39,2024-01-04 09:29:00,normal,DEV-08DCC75861C1,web,LATAM
a34db7c5-760d-ebbb-3b70-b3a124a35cf2,ba0266ef-be05-5787-965b-efdf6b4be411,351.76,2024-01-04 11:40:13,normal,DEV-B225B6E2887A,mobile,US-EAST
138d994c-2b0a-bedd-c774-44cb5543fc3c,3602f8ac-10f1-bc81-448a-aa9e66b2bc5b,880.02,2024-01-04 12:38:00,normal,DEV-E6D434019A9A,web,EU-EAST
6a07f213-7129-cec7-9b69-554d7c54535f,c9d6a63b-ca3c-6f5f-5bb5-c40c03cde2e3,698.51,2024-01-04 13:31:00,normal,DEV-D41195A05959,mobile,LATAM
ffb8102d-9475-dbc9-9641-8cedd664d264,20ac3703-eb67-146a-77a6-e17cd72b6108,28.86,2024-01-04 13:43:17,normal,DEV-4BBB8AF53D42,mobile,EU-EAST
ffb8102d-9475-dbc9-9641-8cedd664d264,96da1dac-72ff-5d2a-386e-cbe06b65a6a4,14.6,2024-01-04 13:44:05,normal,DEV-A3437AEEE7DF,web,US-EAST
ffb8102d-9475-dbc9-9641-8cedd664d264,63b4c08b-6b8e-869f-d538-5b0e34f3193c,76.21,2024-01-04 13:45:46,normal,DEV-9C3EE5A4B1B4,web,US-WEST
ffb8102d-9475-dbc9-9641-8cedd664d264,96da1dac-72ff-5d2a-386e-cbe06b65a6a4,11.57,2024-01-04 13:49:55,normal,DEV-DE7A42714418,mobile,US-EAST
ebd14d2c-75b2-7455-04cc-3ede6fac1673,ea1fca65-e27a-984d-6548-21d07fcd9eb1,634.26,2024-01-04 13:50:00,normal,DEV-4CB76F6E0A4E,web,US-EAST
ffb8102d-9475-dbc9-9641-8cedd664d264,7135f221-a6c9-537f-84da-d06a7872bdeb,206.43,2024-01-04 13:52:57,normal,DEV-C585CF6D2A9D,web,US-WEST
ffb8102d-9475-dbc9-9641-8cedd664d264,466772ce-204e-178c-10d0-8d1125f934bf,302.97,2024-01-04 14:03:11,normal,DEV-2DC4D8FBD542,mobile,US-WEST
a5d04d53-1e12-42e3-f272-92b6762172ed,8bcf53a1-bc10-fa52-bf5d-2fdf89c8d2ab,224.78,2024-01-04 14:05:35,normal,DEV-507982AFEA66,atm,US-WEST
0cbd3c03-9e2a-a4ac-c122-b5b3284c03d2,4ab7706e-b773-50ca-eec2-59dc7f95897c,1364.71,2024-01-04 14:20:00,normal,DEV-264C8BC22E17,mobile,US-EAST
a2178f84-bdb0-25ff-2451-e5a411d059b2,2dea9493-0658-663a-698c-206fe1a47e10,357.46,2024-01-04 14:42:00,normal,DEV-BE91BF024C09,web,US-WEST
8beddb12-ad77-e82f-49a2-3a89e6b5a92c,c3e15a85-d46e-f104-1190-6f5034885a46,30.47,2024-01-04 15:35:48,normal,DEV-4B5033CA11EE,web,EU-EAST
d85c16bd-6dda-4f8d-cea6-0f4c39e58ff0,8d244e3e-c4da-bddb-e0b1-5abaa6a27967,197.7,2024-01-04 15:40:00,normal,DEV-3907CC145445,mobile,US-EAST
23bed01d-43cf-2fde-2493-3b83757750a9,894a05e4-30b1-87ef-310c-0c003fa7f104,9.83,2024-01-04 16:01:24,normal,DEV-4458332CCE0A,web,US-EAST
cbd58bf6-1efd-76e9-ce37-14af99b49350,eeea163e-21e8-ac68-43e4-2caf8181a8cc,108.46,2024-01-04 16:23:25,normal,DEV-6AEDD75B6911,web,EU-EAST
52c21221-409d-3602-5084-3242168b1625,53cd6268-610c-f373-4299-9aa40cdf742b,413.84,2024-01-04 17:24:24,normal,DEV-21D60B328C23,mobile,US-WEST
e623a689-5d59-cd2a-4eea-04e70ab54bde,7d106c60-8162-7cf1-4394-72e6da587e8a,56.72,2024-01-04 18:29:52,normal,DEV-356A5727BD83,web,APAC
bb026576-f512-c4c3-b253-d2186c4a37ea,5bd20c98-a513-5ea0-fa53-e34de6d5901d,121.29,2024-01-04 18:34:38,normal,DEV-9B0ED4DB5496,web,EU-WEST
a34db7c5-760d-ebbb-3b70-b3a124a35cf2,d85c16bd-6dda-4f8d-cea6-0f4c39e58ff0,28.87,2024-01-04 19:00:50,normal,DEV-23A433CB59EF,mobile,APAC
b7e6427c-bf78-0e3f-f6b7-51f79b749245,284d82e5-87f7-e1fb-da4b-d9caeb5cf467,5.32,2024-01-04 19:59:19,normal,DEV-C19A7D728F73,mobile,APAC
bd767e35-f5c9-b047-9c10-c5720f6b40d0,0a4c9f7f-9384-ec2b-44fe-acaed248a9a7,21.19,2024-01-04 22:31:43,normal,DEV-AD30A8969E70,mobile,US-EAST
cc9fd334-9bdf-0377-a149-23c2f920264c,f94d6204-6808-593f-dfed-2c43e256a6dc,170.02,2024-01-05 08:03:21,normal,DEV-DEC5AD968213,web,US-EAST
56ea57b3-beed-10b6-4f6e-274bdedab027,06b89231-8e86-7f3c-a487-eeabaccb461a,201.92,2024-01-05 08:04:00,normal,DEV-EB51FCDA940D,mobile,US-EAST
bdf66ba5-dc9c-96de-65a6-74c212738a23,474ebc19-2ef9-1276-6c00-6f6123e2fcb4,274.33,2024-01-05 12:06:00,normal,DEV-32314F9DD529,mobile,LATAM
0cbd3c03-9e2a-a4ac-c122-b5b3284c03d2,b18753e6-d457-8ad9-a867-a096edd877c8,1350.71,2024-01-05 13:39:00,normal,DEV-93022E33FAF0,web,LATAM
5ca260c9-eb76-07c9-b08a-4895d4ffa666,48f1096d-9c4f-fb46-71b7-01aaf836f571,465.93,2024-01-05 14:17:00,normal,DEV-F774B9776607,web,EU-EAST
aefcfad8-efc8-9849-b3aa-7efe4458a885,366eb16f-508e-bad7-b7c9-3acfe059a0ee,11.58,2024-01-05 14:30:08,normal,DEV-C755DDE4CD87,web,EU-WEST
3712f2d1-87cd-b6a1-bf01-2e32177d6e7e,a85c6e4a-004b-6fab-fcf5-6188d32e6dcd,216.54,2024-01-05 14:39:00,normal,DEV-89EB33671E1C,web,APAC
fbe94499-dbc0-80fd-46fb-7bf300b9d4a3,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52,71.87,2024-01-05 15:26:09,normal,DEV-C66480773E33,web,EU-EAST
1a5165ca-3c7c-1d85-25cf-0041d0a643fe,6aedfdc7-a3e0-5309-b5a1-b94967884209,1340.74,2024-01-05 16:01:00,normal,DEV-B4EA01CA4C2E,mobile,APAC
e0c53cb8-3da9-c2a9-0ed4-2f1a3d4cbf37,8ce21ea3-db20-a56e-dc81-5fe7ceda8bbb,29.2,2024-01-05 17:18:53,normal,DEV-2586C1472FF2,web,US-WEST
ad9fb00d-4882-d73c-1c63-45ab6e0ed1e8,466772ce-204e-178c-10d0-8d1125f934bf,579.79,2024-01-05 17:19:00,normal,DEV-1E85178E564D,web,US-EAST
6f81cf4f-7701-f7bb-7bc6-7e1fc64ee6e3,83f4a9a9-48a6-39d0-15b5-2908a8aa7158,209.25,2024-01-05 18:14:04,normal,DEV-D3B49BFC24BD,mobile,EU-EAST
e3236d1a-3c1b-dacc-18e1-93311dba1267,9082889b-e1cd-e87f-ec95-5f87ae5ec365,76.44,2024-01-06 09:56:27,normal,DEV-BEC0B02D25B4,mobile,US-WEST
6aedfdc7-a3e0-5309-b5a1-b94967884209,0ef8c2d6-f7fd-5646-37bb-3eec4bf50b52,403.9,2024-01-06 10:07:00,normal,DEV-A6E96685C327,atm,US-WEST
bdf66ba5-dc9c-96de-65a6-74c212738a23,46685257-bdd6-40fb-0667-1ad11c80317f,334.78,2024-01-06 11:12:00,normal,DEV-2CDA01B7F981,web,APAC
88575117-6155-4667-2112-507c2cfa55b0,295b4715-c333-e861-5fb8-d16c2720797d,130.7,2024-01-06 12:05:00,normal,DEV-7950F76E173B,mobile,US-WEST
989d9d4a-e15c-a666-4797-b2c957207246,7674456f-626d-719d-81cf-325298159d6c,83.96,2024-01-06 12:16:26,normal,DEV-1F73B137D223,web,EU-EAST
1a85910d-5a05-7c11-4ffc-a6b199b479d4,c9776598-203c-8c25-fd23-5def3e5a87e3,591.58,2024-01-06 12:41:00,normal,DEV-D9D93A20BB07,web,US-EAST
d9f195d0-1482-2f53-8201-0c62f5f59b22,1dde7969-6886-13db-a634-8e784d5c55c7,4.92,2024-01-06 14:06:04,normal,DEV-BB6329310971,mobile,US-WEST
f54ad0a2-e874-66d7-ad66-a1bd93676a02,e21342b0-f1ee-dba3-1343-2e611ca3c448,11.3,2024-01-06 14:11:26,normal,DEV-41D661CB78C3,mobile,US-WEST
fc04a168-652f-fb49-3873-e57f0ba078e8,42deffcc-f86c-2ca2-e085-96db1d870966,270.62,2024-01-06 14:30:00,normal,DEV-79B2DB8D1836,web,APAC
d85c16bd-6dda-4f8d-cea6-0f4c39e58ff0,ab05347f-d556-b37d-8f08-81ee8011316b,3016.14,2024-01-06 14:39:00,normal,DEV-A15992A6DD56,mobile,US-EAST
5c941cf0-dc98-d2c1-e2ac-f72f9e574f7a,cbdc4318-4d85-a3d2-a1a2-748571348c2a,42284.88,2024-01-06 16:26:46,mule_flow,DEV-BE001BAC1C4A,web,LATAM
cbdc4318-4d85-a3d2-a1a2-748571348c2a,925817b7-cf50-1889-e8b7-7f7b7321bf6b,5287.9,2024-01-06 16:33:11,mule_flow,DEV-06C3C8069CD0,mobile,APAC
cbdc4318-4d85-a3d2-a1a2-748571348c2a,81f7f3fb-19e4-5c6a-c9c2-3e69d82c7565,5322.2699999999995,2024-01-06 16:42:38,mule_flow,DEV-A7ED463BB015,mobile,US-WEST
cbdc4318-4d85-a3d2-a1a2-748571348c2a,0a0537f0-2c2c-d22b-a568-95c6812a1f9b,5255.4,2024-01-06 16:50:48,mule_flow,DEV-4C5937590E76,mobile,US-EAST
3e49fd09-1b19-d8b8-d830-20816fcc57dd,5cb85aed-f5f6-2c97-6efb-63b11b049863,315.83,2024-01-06 16:51:00,normal,DEV-6C68B5E8F105,web,US-EAST
cbdc4318-4d85-a3d2-a1a2-748571348c2a,57eb89b1-d65e-59dd-e62d-2d06cf9b8558,5315.5199999999995,2024-01-06 16:52:19,mule_flow,DEV-E3B9566FEB17,web,APAC
cbdc4318-4d85-a3d2-a1a2-748571348c2a,277d1be9-6070-b6a1-98e5-2499218c6e1c,5264.929999999999,2024-01-06 17:01:41,mule_flow,DEV-E0119F8048E2,mobile,LATAM
cbdc4318-4d85-a3d2-a1a2-748571348c2a,48bddb3e-62f5-df2b-adaa-44ca8ed6ad5e,5259.95,2024-01-06 17:05:36,mule_flow,DEV-BB72998B183D,web,US-WEST
cbdc4318-4d85-a3d2-a1a2-748571348c2a,bd29ede9-cab4-923b-f448-83858de7ad6c,5254.259999999999,2024-01-06 17:15:00,mule_flow,DEV-8AAFE9D0454A,web,LATAM
cbdc4318-4d85-a3d2-a1a2-748571348c2a,a561e1e9-17ec-889c-86c1-b6cbe99630f7,5304.2,2024-01-06 17:18:24,mule_flow,DEV-463BBE213A6B,web,EU-WEST
3f4b1a70-c074-718e-425a-609f7337c599,1a85910d-5a05-7c11-4ffc-a6b199b479d4,762.92,2024-01-06 17:52:23,normal,DEV-72842E8CA6BF,web,EU-EAST
bef59fe6-ff23-3d5f-6ced-d15d58007c02,2cf6bf75-6a5e-6920-bf5a-e7e653a3dd5a,37.02,2024-01-06 18:27:54,normal,DEV-BA058D87B7BE,mobile,EU-EAST
f6802cdb-77e4-90c7-1d7b-c313cde22f1c,3d85de89-c217-1429-8e20-07247d137018,48.89,2024-01-06 19:46:06,normal,DEV-84CC803F8F00,mobile,EU-WEST
138d994c-2b0a-bedd-c774-44cb5543fc3c,300568d2-0de0-51a6-69ca-97d2764414fd,171.56,2024-01-07 08:58:00,normal,DEV-D06513189BF2,mobile,US-WEST
4169b9fc-c3a0-0c6f-2321-d1e1c47104c0,2d06e8cf-3805-f907-6cd6-6193c7468f59,296.76,2024-01-07 10:05:00,normal,DEV-5B4ECF663BC3,mobile,EU-WEST
546e035a-292b-d156-db94-65701ac70ec0,6a702e2f-7746-d0ba-8ae8-905b54b4a482,134.35,2024-01-07 12:11:01,normal,DEV-EBB14AD2A7BA,mobile,US-WEST
9a36d1ec-2c6a-6e9a-3280-67a14187222b,63f2ae24-fc3d-3348-008d-4127610461e3,514.9,2024-01-07 13:21:00,normal,DEV-960D90471F74,web,APAC
d85c16bd-6dda-4f8d-cea6-0f4c39e58ff0,cd5f4822-6966-08aa-ee49-f329c84a7b28,353.75,2024-01-07 13:32:00,normal,DEV-DD66243D9300,web,APAC
a2178f84-bdb0-25ff-2451-e5a411d059b2,46d483f3-d450-281c-6c6f-7633a2607723,546.5,2024-01-07 13:49:00,normal,DEV-BA91D2919B85,web,EU-WEST
6de59332-9364-f3d0-5024-bdc6dcb33df3,2cf6bf75-6a5e-6920-bf5a-e7e653a3dd5a,263.7,2024-01-07 15:24:00,normal,DEV-82B197D90588,web,EU-EAST
59e1ac09-5970-a859-c6b6-e4ade7ea8d5a,cc9fd334-9bdf-0377-a149-23c2f920264c,303.51,2024-01-07 15:28:00,normal,DEV-CE64374E3E12,web,US-WEST
6c9f82b9-f647-8986-a391-7c994c955f6a,fff9f585-0d55-7b61-8a17-5dfebfc00dc8,314.47,2024-01-07 16:54:02,normal,DEV-11BBF464A31F,mobile,EU-WEST
c268283e-e32f-2e63-b7fd-dd71a075e927,458f1f19-3c07-c574-4925-7af1b6aae05b,87.91,2024-01-07 18:37:15,normal,DEV-A4B68A619E64,mobile,APAC
b7e6427c-bf78-0e3f-f6b7-51f79b749245,f6802cdb-77e4-90c7-1d7b-c313cde22f1c,28.79,2024-01-08 08:26:16,normal,DEV-BBDFD11756D5,mobile,LATAM
a974d079-716f-da0a-45a8-882914e286e5,90164161-cfa7-01cd-2631-d00b26d794d3,254.7,2024-01-08 10:08:00,normal,DEV-5EFBC1C93014,mobile,APAC
9e3d750d-f296-d9f0-cd23-72c22bffe17b,57eb89b1-d65e-59dd-e62d-2d06cf9b8558,517.4,2024-01-08 11:50:00,normal,DEV-DC3D35C65A81,web,EU-EAST
1f4a8ca1-ab85-fd59-5463-adc78fca7b6a,96da1dac-72ff-5d2a-386e-cbe06b65a6a4,10000.0,2024-01-08 12:13:00,normal,DEV-797D03CBE6BD,mobile,US-EAST
1a5165ca-3c7c-1d85-25cf-0041d0a643fe,1825bc54-30be-b45f-6835-14f2ceb81f9d,395.71,2024-01-08 12:18:00,normal,DEV-EBE7E6DC3567,mobile,EU-EAST
fc04a168-652f-fb49-3873-e57f0ba078e8,89a2688b-12c1-36e0-1998-5f15ff002d4d,1110.19,2024-01-08 13:21:00,normal,DEV-2799198A6A0C,mobile,APAC
a5d04d53-1e12-42e3-f272-92b6762172ed,b89f72f3-2a60-c652-e714-7668cf1d7d3a,129.58,2024-01-08 14:11:09,normal,DEV-36CF9D6422CE,web,US-EAST
a81fdec3-279c-658a-3676-0ce581e5c9f6,87d292a6-98ee-ac2b-fe9f-ecaa6182f347,683.71,2024-01-08 14:27:00,normal,DEV-2FEAD1B520EC,web,US-WEST
bb5e4bcf-15ed-6269-1429-6c07f26b4776,a5d04d53-1e12-42e3-f272-92b6762172ed,43.85,2024-01-08 14:32:13,normal,DEV-CF1C64315FC2,mobile,EU-EAST
4d29d1ab-3455-12f7-01f7-c7ec0e0630cd,82dc4c8e-36b5-229a-acf5-e81e71316269,215.99,2024-01-08 14:36:00,normal,DEV-7BA15AB5CEA8,web,US-EAST
7250ee18-260a-5962-dd81-b7f57d5911c6,6694c343-10ba-58e3-d276-2bdc1d34d08e,267.13,2024-01-08 15:14:58,normal,DEV-960FF6A646EE,web,US-EAST
56ea57b3-beed-10b6-4f6e-274bdedab027,533420e6-d9d8-0b8d-7e8a-dee70758e201,154.57,2024-01-08 16:14:00,normal,DEV-853AE2620152,web,APAC
859131d2-bbda-0242-2d17-4fc96f7c15ea,e21342b0-f1ee-dba3-1343-2e611ca3c448,28.71,2024-01-08 16:16:04,normal,DEV-AD4A386AF9DD,web,EU-WEST
30a900ad-939b-462d-e645-f129629c2ae3,20ac3703-eb67-146a-77a6-e17cd72b6108,74.86,2024-01-08 16:43:03,normal,DEV-E42A989B68C0,web,LATAM
f4e559e5-9622-9348-0f5a-e9d38e6e5003,d453dd32-4b0d-bb41-8d52-88f1142c3fe8,183.14,2024-01-08 19:10:30,normal,DEV-640399B351A6,atm,EU-EAST
7f54a511-01fa-964e-1eb7-4b5653ffd3a2,f0bbac67-aa38-d0a1-6ba2-5efe311c6eb6,438.67,2024-01-09 09:38:00,normal,DEV-3E078FC23D26,web,APAC
a81fdec3-279c-658a-3676-0ce581e5c9f6,5efa9c5b-7421-ff46-637e-4b0122bae10e,882.87,2024-01-09 11:13:00,normal,DEV-7E5081DB9A62,mobile,US-EAST
6a07f213-7129-cec7-9b69-554d7c54535f,54669d19-10df-9974-55ab-946da5b5cdc2,786.17,2024-01-09 11:29:00,normal,DEV-3F21578DD65F,mobile,EU-EAST
3dc98290-15ea-bb27-30e9-12f2f2b43abf,3d85de89-c217-1429-8e20-07247d137018,25.77,2024-01-09 11:50:05,normal,DEV-FCBA8C7AA939,web,US-EAST
8db06746-7927-9973-5e78-1fd794e0d3ba,1ee34dc4-3b04-8a8b-405b-fdc94e7ed827,7.37,2024-01-09 12:47:49,normal,DEV-790B355CCA9C,mobile,EU-WEST
59a1120e-1bb4-3332-d8e7-012f39681c81,da7b9095-63d6-2a39-c0e3-befd4c71e0fe,253.57,2024-01-09 13:34:00,normal,DEV-0D170218C6A9,mobile,EU-EAST
4169b9fc-c3a0-0c6f-2321-d1e1c47104c0,d85480f0-dfca-f0b7-19b1-7e80dea4ae17,1780.26,2024-01-09 13:47:00,normal,DEV-7BC375FDB0A0,mobile,LATAM
1422373f-8622-68d1-6683-e10796c044d0,dabac50d-ca3d-d859-c5ce-099c46b82659,420.84,2024-01-09 13:55:00,normal,DEV-5FE4989CDA70,web,EU-EAST
c96b5edb-0cf2-b69b-0577-aea9f8999246,5ca260c9-eb76-07c9-b08a-4895d4ffa666,4.78,2024-01-09 14:06:40,normal,DEV-6BE128A3DF6E,mobile,EU-WEST
4169b9fc-c3a0-0c6f-2321-d1e1c47104c0,91b78d8e-d301-6989-bfbb-b17f9854ce4e,278.02,2024-01-09 14:23:00,normal,DEV-4A5EBEAF7C57,web,LATAM
